audit	file	grade	loe
patt.entity.batch-criteria	src/core/dispatcher.py	A
patt.entity.batch-criteria	src/core/tracker.py	A
patt.entity.batch-criteria	src/core/roster.py	A
patt.entity.batch-criteria	src/core/candidate.py	A
patt.entity.batch-criteria	src/utils/config.py	A
patt.entity.batch-criteria	src/ui/api/api_admin.py	A
patt.entity.batch-criteria	src/data/database.py	D	3
patt.entity.batch-processing	src/core/tracker.py	A
patt.entity.batch-processing	src/core/dispatcher.py	F	5
patt.entity.batch-processing	src/core/roster.py	A
patt.entity.batch-processing	src/core/candidate.py	A
patt.entity.batch-processing	src/core/consult.py	A
patt.entity.batch-processing	src/core/gazer.py	A
patt.entity.batch-processing	src/core/agent.py	A
patt.entity.batch-processing	src/core/builder.py	X
patt.entity.batch-processing	src/core/contact.py	X
patt.entity.batch-processing	src/core/gaze_email.py	X
patt.entity.batch-processing	src/core/inbox.py	X
patt.entity.batch-processing	src/core/intake.py	A
patt.entity.batch-processing	src/core/meteorite.py	B	1
patt.entity.batch-processing	src/core/monitor.py	A
patt.entity.batch-processing	src/core/repo_admin_json.py	X
patt.entity.batch-processing	src/core/table_copy_upsert.py	X
patt.entity.batch-processing	src/core/timesheets.py	X
patt.entity.batch-processing	src/core/bootstrap.py	X
patt.entity.batch-processing	src/core/auth_bootstrap.py	X
patt.entity.batch-processing	src/core/deploy_status.py	X
patt.entity.batch-processing	src/data/database.py	F	5
patt.entity.batch-processing	src/data/contact_debug.py	X
patt.entity.batch-processing	src/data/contact_estelle_activity.py	X
patt.entity.batch-processing	src/data/contact_listen.py	X
patt.entity.batch-processing	src/external/anthropic.py	A
patt.entity.batch-processing	src/external/deepseek.py	A
patt.entity.batch-processing	src/external/gmail.py	X
patt.entity.batch-processing	src/external/google_cse.py	X
patt.entity.batch-processing	src/external/linear.py	X
patt.entity.batch-processing	src/external/playwright.py	X
patt.entity.batch-processing	src/external/slack.py	X
patt.entity.batch-processing	src/external/stytch.py	X
patt.entity.batch-processing	src/utils/config.py	X
patt.entity.batch-processing	src/utils/logging.py	A
patt.entity.batch-processing	src/ui/api/api_admin.py	F	3
patt.entity.batch-processing	src/ui/api/api_candidate.py	A
patt.entity.batch-processing	src/ui/api/api_companies.py	A
patt.entity.batch-processing	src/ui/api/api_contact.py	X
patt.entity.batch-processing	src/ui/api/api_inbox.py	A
patt.entity.batch-processing	src/ui/api/api_intake.py	A
patt.entity.batch-processing	src/ui/api/api_jobs.py	A
patt.entity.batch-processing	src/ui/api/api_meteorite.py	A
