file	grade	loe
src/core/agent.py	A
src/core/auth_bootstrap.py	A
src/core/bootstrap.py	A
src/core/builder.py	F	1
src/core/candidate.py	A
src/core/consult.py	A
src/core/contact.py	A
src/core/deploy_status.py	A
src/core/dispatcher.py	F	1
src/core/gaze_email.py	F	2
src/core/gazer.py	F	1
src/core/inbox.py	A
src/core/intake.py	A
src/core/meteorite.py	F	4
src/core/monitor.py	F	1
src/core/repo_admin_json.py	A
src/core/roster.py	A
src/core/table_copy_upsert.py	A
src/core/timesheets.py	A
src/core/tracker.py	A
src/data/contact_debug.py	A
src/data/contact_estelle_activity.py	A
src/data/contact_listen.py	A
src/data/database.py	D	3
src/external/anthropic.py	A
src/external/deepseek.py	A
src/external/gmail.py	A
src/external/google_cse.py	A
src/external/linear.py	A
src/external/playwright.py	A
src/external/slack.py	A
src/external/stytch.py	A
src/utils/auth.py	A
src/utils/config.py	D	5
src/utils/cost_calculator.py	A
src/utils/deploy_status.py	A
src/utils/formatting.py	A
src/utils/integration_io.py	A
src/utils/llm_external.py	A
src/utils/logging.py	A
src/utils/merge_ticket_log.py	A
src/utils/network.py	A
src/utils/rubric_feedback.py	A
src/utils/rubric_text.py	A
src/ui/api/api_admin.py	F	5
src/ui/api/api_candidate.py	A
src/ui/api/api_companies.py	A
src/ui/api/api_contact.py	A
src/ui/api/api_inbox.py	A
src/ui/api/api_intake.py	A
src/ui/api/api_jobs.py	A
src/ui/api/api_meteorite.py	A
src/ui/api/api_resume_html.py	A
src/ui/api/api_slack.py	A
src/ui/api/api_surfer.py	A
src/ui/api/api_system.py	A
src/ui/frontend/src/App.tsx	X
src/ui/frontend/src/components/AdminCandidateFilterControl.tsx	X
src/ui/frontend/src/components/AdminDeployFooter.tsx	X
src/ui/frontend/src/components/AdminRoute.tsx	X
src/ui/frontend/src/components/AgentAnalysisHeader.tsx	X
src/ui/frontend/src/components/AgentStoryTab.tsx	X
src/ui/frontend/src/components/ArtifactEditor.tsx	X
src/ui/frontend/src/components/BatchAgentDataModal.tsx	X
src/ui/frontend/src/components/CandidateActionNotesModal.tsx	X
src/ui/frontend/src/components/CandidateJobRowActions.tsx	X
