file	grade	loe
src/core/tracker.py	A
src/core/dispatcher.py	F	5
src/core/roster.py	A
src/core/candidate.py	A
src/core/consult.py	A
src/core/gazer.py	A
src/core/agent.py	A
src/core/builder.py	X
src/core/contact.py	X
src/core/gaze_email.py	X
src/core/inbox.py	X
src/core/intake.py	A
src/core/meteorite.py	B	1
src/core/monitor.py	A
src/core/repo_admin_json.py	X
src/core/table_copy_upsert.py	X
src/core/timesheets.py	X
src/core/bootstrap.py	X
src/core/auth_bootstrap.py	X
src/core/deploy_status.py	X
src/data/database.py	F	5
src/data/contact_debug.py	X
src/data/contact_estelle_activity.py	X
src/data/contact_listen.py	X
src/external/anthropic.py	A
src/external/deepseek.py	A
src/external/gmail.py	X
src/external/google_cse.py	X
src/external/linear.py	X
src/external/playwright.py	X
src/external/slack.py	X
src/external/stytch.py	X
src/utils/config.py	X
src/utils/logging.py	A
src/ui/api/api_admin.py	F	3
src/ui/api/api_candidate.py	A
src/ui/api/api_companies.py	A
src/ui/api/api_contact.py	X
src/ui/api/api_inbox.py	A
src/ui/api/api_intake.py	A
src/ui/api/api_jobs.py	A
src/ui/api/api_meteorite.py	A
src/ui/api/api_resume_html.py	X
src/ui/api/api_slack.py	X
src/ui/api/api_surfer.py	X
src/ui/api/api_system.py	A
src/ui/api_errors.py	X
src/ui/auth.py	X
src/ui/server.py	X
src/ui/extension/src/lib/dwell.ts	X
src/ui/extension/src/lib/fanOut.ts	X
src/ui/extension/src/lib/pacingConfig.ts	X
src/ui/extension/src/lib/surferConsent.ts	X
src/ui/extension/src/lib/surferConsentGate.ts	X
src/ui/extension/src/lib/surferDisclosureDom.ts	X
src/ui/extension/src/lib/surferOffSwitch.ts	X
src/ui/frontend/src/pages/AdminManageEmail.tsx	A
src/ui/frontend/src/pages/AdminScheduledActions.tsx	A
src/ui/frontend/src/pages/CompaniesIgnored.tsx	A
src/ui/frontend/src/pages/CompaniesInactiveList.tsx	A
src/ui/frontend/src/pages/CompaniesWatchList.tsx	A
src/ui/frontend/src/pages/JobsSkipped.tsx	A
src/ui/frontend/src/pages/CompaniesNewList.tsx	X
src/ui/frontend/src/pages/AdminAgentTimesheets.tsx	X
src/ui/frontend/src/components/BatchAgentDataModal.tsx	X
src/ui/frontend/src/components/ListPage.tsx	X
src/ui/frontend/src/lib/api.ts	X
src/ui/frontend/src/lib/candidateJobActions.ts	X
src/ui/frontend/src/hooks/useCandidateJobActions.ts	X
src/ui/frontend/src/hooks/useInPlaceLiveRefresh.ts	X
src/ui/frontend/src/contexts/CandidateContext.tsx	X
src/ui/frontend/src/contexts/StateUiContext.tsx	X
